DatGeracaoConjuntoDados;IdeOnsSbe;SglTipAnj;DscTipAnj;IdeMdl;IdeTipMdl;IdeTipAnj;IdeSbe;IdcPrtMdlGrl;NomSubestacao;NomLongoSubestacao;SigUFSubestacao;NumOprMdl;NomMdl;IdcSitMdl;NumTnsMdl
2026-04-27;SCLAG;;;6162;1;;1712;;LAGES;SUB LAGES    SC;SC;MG1;MG 230 kV LAGES MG1 SC;3;230,00
2026-04-27;GOLUZI;DJM;Disjuntor e Meio;6164;1;2;264;1;LUZIANIA;SUB LUZIANIA    GO;GO;MG1;MG 500 kV LUZIANIA MG1 GO;3;500,00
2026-04-27;DFSTSB;DJM;Disjuntor e Meio;6165;1;2;188;2;SAMAMBAIA;SUB SAMAMBAIA     DF;DF;MG3;MG 500 kV SAMAMBAIA MG3 DF;3;500,00
2026-04-27;BATMB;BPT;Barra Principal e Transferência;6194;1;1;107;1;TOMBA;SUB TOMBA    BA;BA;MG1;MG 230 kV TOMBA MG1 BA;3;230,00
2026-04-27;ESMASC;BD4;Barra Dupla a Quatro Chaves;6195;1;4;203;1;U.MASCARENHAS;USI MASCARENHAS   ES;ES;MG1;MG 230 kV U.MASCARENHAS MG1 ES;3;230,00
2026-04-27;MSCGR;BD5;Barra Dupla a Cinco Chaves;14284;1;6;751;1;CAMPO GRANDE;SUB CAMPO GRANDE     MS;MS;MG1;MG 138 kV CAMPO GRANDE MG1 MS;3;138,00
2026-04-27;PRCMO;BPT;Barra Principal e Transferência;14292;1;1;1038;2;C.MOURAO;SUB CAMPO MOURAO     PR;PR;MG2;MG 230 kV C.MOURAO MG2 PR;3;230,00
2026-04-27;SCITA;BD3;Barra Dupla a três Chaves;14644;1;7;1699;1;ILHOTA;SUB ILHOTA     SC;SC;MG1;MG 138 kV ILHOTA MG1 SC;4;138,00
2026-04-27;MGPAT4;DJM;Disjuntor e Meio;14869;1;2;605;;PARACATU 4;SUB PARACATU 4    MG;MG;MG2;MG 500 kV PARACATU 4 MG2 MG;3;500,00
2026-04-27;PRBTA;DJM;Disjuntor e Meio;14875;1;2;1024;;BATEIAS;SUB BATEIAS    PR;PR;MG2;MG 500 kV BATEIAS MG2 PR;3;500,00
2026-04-27;MGEMBO;DJM;Disjuntor e Meio;14951;1;2;427;2;EMBORCACAO;USI EMBORCACAO    MG;MG;MG2;MG 500 kV EMBORCACAO MG2 MG;3;500,00
2026-04-27;SCBGR;;;14954;1;;1656;;BARRA GRANDE;SUB BARRA GRANDE     SC;SC;MG2;MG 230 kV BARRA GRANDE MG2 SC;3;230,00
2026-04-27;TOCO;;;14963;1;;2731;;COLINAS;SUB COLINAS    TO;TO;MG5;MG 500 kV COLINAS MG5 TO;3;500,00
2026-04-27;PISJI;DJM;Disjuntor e Meio;14964;1;2;999;;S.JOAO PIAUI;SUB SAO JOAO PIAUI   PI;PI;MG3;MG 500 kV S.JOAO PIAUI MG3 PI;3;500,00
2026-04-27;CEMLG;DJM;Disjuntor e Meio;14965;1;2;153;;MILAGRES;SUB MILAGRES    CE;CE;MG2;MG 500 kV MILAGRES MG2 CE;3;500,00
2026-04-27;MGSTES;DJM;Disjuntor e Meio;14968;1;2;676;0;ESTREITO;SUB ESTREITO    MG;MG;MG2;MG 500 kV ESTREITO MG2 MG;3;500,00
2026-04-27;MGNEVE;;;14969;1;;591;2;NEVES 1;SUB NEVES 1    MG;MG;MG2;MG 500 kV NEVES 1 MG2 MG;3;500,00
2026-04-27;SPJAL ;BD3;Barra Dupla a três Chaves;15795;1;7;2195;1;JALES;SUB JALES    SP;SP;MG1;MG 138 kV JALES MG1 SP;3;138,00
2026-04-27;SPITV ;BD5;Barra Dupla a Cinco Chaves;15822;1;6;2187;1;ITAPEVA;SUB ITAPEVA    SP;SP;MG1;MG 138 kV ITAPEVA MG1 SP;2;138,00
2026-04-27;MTCM;BS;Barra Simples;15969;1;3;801;;C. MAGALHAES;SUB COUTO  MAGALHAES    MT;MT;MG1;MG 138 kV C. MAGALHAES MG1 MT;2;138,00
2026-04-27;PATU;BS;Barra Simples;15977;1;3;888;;TUCURUI VILA;SUB TUCURUI VILA PA;PA;MG1;MG 69 kV TUCURUI VILA MG1 PA;3;69,00
2026-04-27;SCFLO;BD3;Barra Dupla a três Chaves;16027;1;7;1690;2;FLORIANOPOLIS;SUB FLORIANOPOLIS    SC;SC;MG1;MG 138 kV FLORIANOPOLIS MG1 SC;4;138,00
2026-04-27;RJUSSC;BD5;Barra Dupla a Cinco Chaves;16084;1;6;1377;2;SANTA CRUZ;USI SANTA CRUZ    RJ;RJ;MG1;MG 138 kV SANTA CRUZ MG1 RJ;3;138,00
2026-04-27;RJSTRL;BPT;Barra Principal e Transferência;16120;1;1;1335;2;ROCHA LEAO;SUB ROCHA LEAO    RJ;RJ;MG1;MG 138 kV ROCHA LEAO MG1 RJ;3;138,00
2026-04-27;RJUSFL;BD3;Barra Dupla a três Chaves;16450;1;7;1375;2;FUNIL;USI FUNIL    RJ;RJ;MG1;MG 138 kV FUNIL MG1 RJ;3;138,00
2026-04-27;BAZBU;BPT;Barra Principal e Transferência;16517;1;1;129;0;ZEBU;SUB ZEBU     AL;AL;MG1;MG 69 kV ZEBU MG1 AL;3;69,00
2026-04-27;BAMXT;BS;Barra Simples;16550;1;3;81;0;MOXOTO;SUB MOXOTO     BA;BA;MG1;MG 69 kV MOXOTO MG1 BA;3;69,00
2026-04-27;BAMLU ;BS;Barra Simples;16557;1;3;79;0;MULUNGU;SUB MULUNGU    BA;BA;MG1;MG 69 kV MULUNGU MG1 BA;3;69,00
2026-04-27;SPTIE;;;16571;1;;2597;;TIETE;SUB TIETE    SP;SP;MG1;MG 138 kV TIETE MG1 SP;3;138,00
2026-04-27;SPRIC1;;;16572;1;;2423;;RIO CLARO 1;SUB RIO CLARO 1 SP;SP;MG1;MG 138 kV RIO CLARO 1 MG1 SP;3;138,00
2026-04-27;SPCER;BS;Barra Simples;16575;1;3;1976;0;CERQUILHO;SUB CERQUILHO     SP;SP;MG1;MG 88 kV CERQUILHO MG1 SP;3;88,00
2026-04-27;RJNLP;BD2;Barra dupla a duas Chaves;16594;1;8;1281;;NILO PECANHA;USI NILO PECANHA     RJ;RJ;MG1;MG 138 kV NILO PECANHA MG1 RJ;3;138,00
2026-04-27;RJFTN;BD2;Barra dupla a duas Chaves;16600;1;8;1248;;FONTES NOVA;USI FONTES NOVA   RJ;RJ;MG1;MG 138 kV FONTES NOVA MG1 RJ;3;138,00
2026-04-27;BAUFL ;BD4;Barra Dupla a Quatro Chaves;16941;1;4;112;1;US. FUNIL;USI FUNIL    BA;BA;MG1;MG 115 kV US. FUNIL MG1 BA;3;115,00
2026-04-27;PRSTF5;DJM;Disjuntor e Meio;17311;1;2;1144;2;F.IGUACU 50HZ;SUB FOZ DO IGUACU 50HZ    PR;PR;MG1;MG 500 kV F.IGUACU 50HZ MG1 PR;3;500,00
2026-04-27;MGJGSE;BD3;Barra Dupla a três Chaves;17324;1;7;477;;JAGUARA-US;USI JAGUARA-US    MG;MG;MG1;MG 345 kV JAGUARA-US MG1 MG;3;345,00
2026-04-27;RJUSGO;BS;Barra Simples;17351;1;3;1376;2;SAO GONCALO;USI SAO GONCALO   RJ;RJ;MG1;MG 69 kV SAO GONCALO MG1 RJ;4;69,00
2026-04-27;RJUSCP;BPT;Barra Principal e Transferência;17459;1;1;1374;2;USI CAMPOS;USI CAMPOS     RJ;RJ;MG1;MG 138 kV USI CAMPOS MG1 RJ;3;138,00
2026-04-27;PRGBM ;BD3;Barra Dupla a três Chaves;17523;1;7;1062;1;BENTO MUNHOZ;USI GOV. BENTO MUNHOZ   PR;PR;MG1;MG 500 kV BENTO MUNHOZ MG1 PR;3;500,00
2026-04-27;MGITUT;;;17696;1;;469;;ITUTINGA-US;USI ITUTINGA-US   MG;MG;MG1;MG 138 kV ITUTINGA-US MG1 MG;4;138,00
2026-04-27;RSUBUG;;;17721;1;;1609;0;BUGRES;USI BUGRES     RS;RS;MG1;MG 69 kV BUGRES MG1 RS;3;69,00
2026-04-27;RSCAL1;BS;Barra Simples;17746;1;3;1459;1;CRUZ ALTA 1;SUB CRUZ ALTA1 RS;RS;MG1;MG 138 kV CRUZ ALTA 1 MG1 RS;3;138,00
2026-04-27;RSUJAC;BPT;Barra Principal e Transferência;17804;1;1;1626;2;JACUI;USI JACUI    RS;RS;MG1;MG 138 kV JACUI MG1 RS;3;138,00
2026-04-27;SPCAC;BD3;Barra Dupla a três Chaves;17878;1;7;1931;0;CACONDE;USI CACONDE    SP;SP;MG1;MG 138 kV CACONDE MG1 SP;3;138,00
2026-04-27;RSPAN;BS;Barra Simples;18014;1;3;2802;0;PANAMBI;SUB PANAMBI RS;RS;MG1;MG 69 kV PANAMBI MG1 RS;3;69,00
2026-04-27;SPEUC;BD3;Barra Dupla a três Chaves;18027;1;7;2101;;E.CUNHA;USI EUCLIDES DA CUNHA   SP;SP;MG1;MG 138 kV E.CUNHA MG1 SP;3;138,00
2026-04-27;SPJAG;BS;Barra Simples;18029;1;3;2194;;JAGUARI;USI JAGUARI    SP;SP;MG1;MG 88 kV JAGUARI MG1 SP;3;88,00
2026-04-27;SPPPR1;BS;Barra Simples;18065;1;3;2389;;PORTO PRIMAVERA;SUB PORTO PRIMAVERA    SP;SP;MG1;MG 138 kV PORTO PRIMAVERA MG1 SP;3;138,00
2026-04-27;SPPRO;BD3;Barra Dupla a três Chaves;18069;1;7;2397;;PROMISSAO;USI PROMISSAO     SP;SP;MG1;MG 138 kV PROMISSAO MG1 SP;3;138,00
2026-04-27;SPVIC;BD3;Barra Dupla a três Chaves;18134;1;7;2683;;VIC. CARVALHO;SUB VICENTE  CARVALHO   SP;SP;MG1;MG 138 kV VIC. CARVALHO MG1 SP;3;138,00
2026-04-27;SPCAD;BPT;Barra Principal e Transferência;18368;1;1;1932;0;CARDOSO;SUB CARDOSO    SP;SP;MG1;MG 138 kV CARDOSO MG1 SP;3;138,00
2026-04-27;MGSSSE;DJM;Disjuntor e Meio;18372;1;2;673;0;SAO SIMAO-SE;SUB SAO SIMAO-SE     MG;MG;MG2;MG 500 kV SAO SIMAO-SE MG2 MG;3;500,00
2026-04-27;SPCBR;BS;Barra Simples;18379;1;3;1964;0;CASA BRANCA;SUB CASA BRANCA   SP;SP;MG1;MG 138 kV CASA BRANCA MG1 SP;3;138,00
2026-04-27;SPCAT;BD3;Barra Dupla a três Chaves;18387;1;7;1943;1;CATANDUVA;SUB CATANDUVA-CTEEP    SP;SP;MG1;MG 138 kV CATANDUVA MG1 SP;3;138,00
2026-04-27;PATC;;;18404;1;;885;0;TUCURUI;SUB TUCURUI    PA;PA;MG5;MG 500 kV TUCURUI MG5 PA;3;500,00
2026-04-27;SPIBI;BD3;Barra Dupla a três Chaves;18428;1;7;2148;1;IBITINGA;USI IBITINGA    SP;SP;MG1;MG 138 kV IBITINGA MG1 SP;3;138,00
2026-04-27;SPILS1;BPT;Barra Principal e Transferência;18434;1;1;2162;1;ILHA SOLTEIRA 1;SUB ILHA SOLTEIRA SP;SP;MG1;MG 138 kV ILHA SOLTEIRA 1 MG1 SP;3;138,00
2026-04-27;SPITP1;BS;Barra Simples;18452;1;3;2183;0;ITAPETININGA 1;SUB ITAPETININGA 1 SP;SP;MG1;MG 88 kV ITAPETININGA 1 MG1 SP;3;88,00
2026-04-27;SPITR1;BS;Barra Simples;18482;1;3;2185;0;ITARARE I;SUB ITARARE I     SP;SP;MG1;MG 69 kV ITARARE I MG1 SP;3;69,00
2026-04-27;SPJGU;BPT;Barra Principal e Transferência;18512;1;1;2199;0;JAGUARIUNA;SUB JAGUARIUNA    SP;SP;MG1;MG 138 kV JAGUARIUNA MG1 SP;2;138,00
2026-04-27;SPLIM1;BD3;Barra Dupla a três Chaves;18518;1;7;2238;1;LIMEIRA 1;SUB LIMEIRA 1 SP;SP;MG1;MG 138 kV LIMEIRA 1 MG1 SP;3;138,00
2026-04-27;SPLMO;BD3;Barra Dupla a três Chaves;18535;1;7;2244;1;LIMOEIRO;USI LIMOEIRO    SP;SP;MG1;MG 138 kV LIMOEIRO MG1 SP;3;138,00
2026-04-27;SPMOC;BS;Barra Simples;18597;1;3;2294;0;MOCOCA;SUB MOCOCA     SP;SP;MG1;MG 138 kV MOCOCA MG1 SP;3;138,00
2026-04-27;SPMOG1;BD3;Barra Dupla a três Chaves;18610;1;7;2296;1;MOGI GUACU I;SUB MOGI GUACU I     SP;SP;MG1;MG 138 kV MOGI GUACU I MG1 SP;2;138,00
2026-04-27;SPPAR;BD3;Barra Dupla a três Chaves;18671;1;7;2343;0;PARAIBUNA;USI PARAIBUNA     SP;SP;MG1;MG 138 kV PARAIBUNA MG1 SP;3;138,00
2026-04-27;SPPEN;BS;Barra Simples;18683;1;3;2352;0;PENAPOLIS;SUB PENAPOLIS     SP;SP;MG1;MG 138 kV PENAPOLIS MG1 SP;3;138,00
2026-04-27;SPPOF;BD3;Barra Dupla a três Chaves;18689;1;7;2383;1;P.FERREIRA;SUB PORTO FERREIRA   SP;SP;MG1;MG 138 kV P.FERREIRA MG1 SP;2;138,00
2026-04-27;SPRIP;BD3;Barra Dupla a três Chaves;18820;1;7;2427;1;RIO PARDO;SUB RIO PARDO     SP;SP;MG1;MG 138 kV RIO PARDO MG1 SP;3;138,00
2026-04-27;SPSAC;BD3;Barra Dupla a três Chaves;18873;1;7;2447;1;SAO CARLOS;SUB SAO CARLOS    SP;SP;MG1;MG 138 kV SAO CARLOS MG1 SP;3;138,00
2026-04-27;SPSJB2;BD3;Barra Dupla a três Chaves;18874;1;7;2510;1;S.J.B.VISTA II;SUB SAO JOAO BOAVISTA II SP;SP;MG1;MG 138 kV S.J.B.VISTA II MG1 SP;3;138,00
2026-04-27;SPSJR;BD3;Barra Dupla a três Chaves;18876;1;7;2515;1;S.J.RIO PRETO;SUB SAO JOSE DO RIO PRETO    SP;SP;MG1;MG 138 kV S.J.RIO PRETO MG1 SP;3;138,00
2026-04-27;SPVAL;BPT;Barra Principal e Transferência;18943;1;1;2669;1;VALPARAISO;SUB VALPARAISO    SP;SP;MG1;MG 138 kV VALPARAISO MG1 SP;2;138,00
2026-04-27;ROSM;BD4;Barra Dupla a Quatro Chaves;20197;1;4;1431;;SAMUEL;SUB SAMUEL     RO;RO;MG1;MG 230 kV SAMUEL MG1 RO;3;230,00
2026-04-27;PRSGD1;DJM;Disjuntor e Meio;20282;1;2;2835;1;SEGREDO;SUB SEGREDO PR;PR;MG1;MG 500 kV SEGREDO MG1 PR;3;500,00
2026-04-27;MGUBAG;BD4;Barra Dupla a Quatro Chaves;20362;1;4;688;0;BAGUARI;USI BAGUARI    MG;MG;MG1;MG 230 kV BAGUARI MG1 MG;3;230,00
2026-04-27;PRCBA;DJM;Disjuntor e Meio;20971;1;2;1027;0;CURITIBA;SUB CURITIBA    PR;PR;MG2;MG 500 kV CURITIBA MG2 PR;3;500,00
2026-04-27;SPGSP;DJM;Disjuntor e Meio;21580;1;2;2137;2;GERDAU SP;SUB GERDAU SP     SP;SP;MG1;MG 440 kV GERDAU SP MG1 SP;3;440,00
2026-04-27;SPCCL;ANEL;Anel;21613;1;5;1967;1;CARBOCLORO;SUB CARBOCLORO    SP;SP;MG1;MG 230 kV CARBOCLORO MG1 SP;3;230,00
2026-04-27;BAPLO;BD4;Barra Dupla a Quatro Chaves;22040;1;4;86;1;POLO;SUB POLO     BA;BA;MG1;MG 230 kV POLO MG1 BA;3;230,00
2026-04-27;MGPORT;BD4;Barra Dupla a Quatro Chaves;22046;1;4;630;1;PORTO ESTRELA;USI PORTO ESTRELA    MG;MG;MG1;MG 230 kV PORTO ESTRELA MG1 MG;3;230,00
2026-04-27;MGAISE;BD4;Barra Dupla a Quatro Chaves;22056;1;4;344;1;AIMORES-SE;SUB AIMORES-SE    MG;MG;MG1;MG 230 kV AIMORES-SE MG1 MG;3;230,00
2026-04-27;RSGBI1;BD3;Barra Dupla a três Chaves;23008;1;7;1510;2;CV.GARABI 1;SUB CONVERSORA GARABI 1   RS;RS;MG1;MG 500 kV CV.GARABI 1 MG1 RS;2;500,00
2026-04-27;SCYTA;DJM;Disjuntor e Meio;23034;1;2;1786;;ITA;SUB ITA     SC;SC;MG2;MG 500 kV ITA MG2 SC;3;500,00
2026-04-27;RSGBI2;BD3;Barra Dupla a três Chaves;23068;1;7;3082;;CV.GARABI 2;SUB CONVERSORA GARABI 2 RS;RS;MG1;MG 500 kV CV.GARABI 2 MG1 RS;2;500,00
2026-04-27;SCYTA;DJM;Disjuntor e Meio;23073;1;2;1786;;ITA;SUB ITA     SC;SC;MG3;MG 500 kV ITA MG3 SC;4;500,00
2026-04-27;SPCUB1;BD4;Barra Dupla a Quatro Chaves;23221;1;4;2844;0;PBR CUBATAO;SUB PBR CUBATAO SP;SP;MG1;MG 230 kV PBR CUBATAO MG1 SP;3;230,00
2026-04-27;PRSTF6;DJM;Disjuntor e Meio;23265;1;2;1145;;F.IGUACU 60HZ;SUB FOZ DO IGUACU 60HZ    PR;PR;MG2;MG 500 kV F.IGUACU 60HZ MG2 PR;3;500,00
2026-04-27;SPCTT;;;24034;1;;2049;;CENTRO-CTT;SUB CENTRO-CTT    SP;SP;MG1;MG 230 kV CENTRO-CTT MG1 SP;3;230,00
2026-04-27;SPPPR;BD3;Barra Dupla a três Chaves;24086;1;7;2388;;P. PRIMAVERA;USI PORTO  PRIMAVERA    SP;SP;MG1;MG 440 kV P. PRIMAVERA MG1 SP;3;440,00
2026-04-27;SPARA2;DJM;Disjuntor e Meio;24138;1;2;2843;;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;MG2;MG 500 kV ARARAQUARA 2 MG2 SP;3;500,00
2026-04-27;SPARA2;DJM;Disjuntor e Meio;24142;1;2;2843;;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;MG3;MG 500 kV ARARAQUARA 2 MG3 SP;3;500,00
2026-04-27;SPARA2;DJM;Disjuntor e Meio;24146;1;2;2843;;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;MG4;MG 500 kV ARARAQUARA 2 MG4 SP;3;500,00
2026-04-27;ROCPH;DJM;Disjuntor e Meio;24157;1;2;2847;;COLETORA PORTO VELHO;SUB COLETORA PORTO VELHO  RO;RO;MG2;MG 500 kV COLETORA PORTO VELHO MG2 RO;3;500,00
2026-04-27;ROCPH;DJM;Disjuntor e Meio;24159;1;2;2847;;COLETORA PORTO VELHO;SUB COLETORA PORTO VELHO  RO;RO;MG3;MG 500 kV COLETORA PORTO VELHO MG3 RO;3;500,00
2026-04-27;SCFHA;BD4;Barra Dupla a Quatro Chaves;24166;1;4;1688;;FORQUILHINHA;SUB FORQUILHINHA     SC;SC;MG2;MG 230 kV FORQUILHINHA MG2 SC;3;230,00
2026-04-27;RSSTA;DJM;Disjuntor e Meio;24301;1;2;1596;;SANTO ANGELO;SUB SANTO ANGELO     RS;RS;MG2;MG 500 kV SANTO ANGELO MG2 RS;3;500,00
2026-04-27;RSPOL;DJM;Disjuntor e Meio;25016;1;2;1568;0;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;MG2;MG 525 kV NOVA STA RITA MG2 RS;3;525,00
2026-04-27;MAAC;DJM;Disjuntor e Meio;25017;1;2;319;0;ACAILANDIA;SUB ACAILANDIA    MA;MA;MG2;MG 500 kV ACAILANDIA MG2 MA;3;500,00
2026-04-27;MAMR;DJM;Disjuntor e Meio;25018;1;2;329;0;MIRANDA II;SUB MIRANDA II    MA;MA;MG2;MG 500 kV MIRANDA II MG2 MA;3;500,00
2026-04-27;SCYTA;DJM;Disjuntor e Meio;25019;1;2;1786;0;ITA;SUB ITA     SC;SC;MG4;MG 500 kV ITA MG4 SC;3;500,00
2026-04-27;PRSSA;DJM;Disjuntor e Meio;25020;1;2;1142;0;S.SANTIAGO;SUB SALTO SANTIAGO   PR;PR;MG2;MG 500 kV S.SANTIAGO MG2 PR;3;500,00
2026-04-27;PEULG;DJM;Disjuntor e Meio;25021;1;2;980;0;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE;MG2;MG 500 kV US. L.GONZAGA MG2 PE;3;500,00
2026-04-27;SPSTTP;DJM;Disjuntor e Meio;25199;1;2;2538;;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP;MG2;MG 345 kV TIJUCO PRETO MG2 SP;3;345,00
2026-04-27;AMJTX;BD4;Barra Dupla a Quatro Chaves;25232;1;4;2915;;JORGE TEIXEIRA;SUB JORGE TEIXEIRA AM;AM;MG1;MG 230 kV JORGE TEIXEIRA MG1 AM;3;230,00
2026-04-27;SPSTTP;;;25306;1;;2538;;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP;MG3;MG 345 kV TIJUCO PRETO MG3 SP;3;345,00
2026-04-27;MTRB;;;25324;1;;836;0;RIBEIRAOZINHO;SUB RIBEIRAOZINHO    MT;MT;MG2;MG 500 kV RIBEIRAOZINHO MG2 MT;3;500,00
2026-04-27;PBCTM;BD4;Barra Dupla a Quatro Chaves;25836;1;4;2895;1;COTEMINAS;SUB COTEMINAS PB;PB;MG1;MG 230 kV COTEMINAS MG1 PB;3;230,00
2026-04-27;PRMAU;BD4;Barra Dupla a Quatro Chaves;25842;1;4;3025;;UHE MAUA;USI UHE MAUA    PR;PR;MG1;MG 230 kV UHE MAUA MG1 PR;3;230,00
2026-04-27;SPTOY;BD4;Barra Dupla a Quatro Chaves;25852;1;4;2943;1;TOYOTA;SUB TOYOTA SP;SP;MG1;MG 230 kV TOYOTA MG1 SP;3;230,00
2026-04-27;SPJAN-4;DJM;Disjuntor e Meio;25856;1;2;2867;;JANDIRA;SUB JANDIRA SP;SP;MG2;MG 440 kV JANDIRA MG2 SP;4;440,00
2026-04-27;SPSTO-4;DJM;Disjuntor e Meio;25857;1;2;2868;;SALTO;SUB SALTO SP;SP;MG2;MG 440 kV SALTO MG2 SP;3;440,00
2026-04-27;SPARS;DJM;Disjuntor e Meio;25858;1;2;1863;;ARARAS;SUB ARARAS     SP;SP;MG2;MG 440 kV ARARAS MG2 SP;4;440,00
2026-04-27;SPGET;DJM;Disjuntor e Meio;25859;1;2;2125;;GETULINA;SUB GETULINA    SP;SP;MG2;MG 440 kV GETULINA MG2 SP;4;440,00
2026-04-27;SPMSOL;DJM;Disjuntor e Meio;25860;1;2;2305;;MIRASSOL II;SUB MIRASSOL II   SP;SP;MG2;MG 440 kV MIRASSOL II MG2 SP;3;440,00
2026-04-27;MGVSB;DJM;Disjuntor e Meio;25865;1;2;2907;0;JECEABA;SUB JECEABA MG;MG;MG1;MG 345 kV JECEABA MG1 MG;3;345,00
2026-04-27;MGPIRD;BPT;Barra Principal e Transferência;25870;1;1;617;;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;MG3;MG 345 kV PIRAPORA 2 MG3 MG;3;345,00
2026-04-27;SPSTAR;;;25879;1;;2531;;ARARAQUARA FURNAS;SUB ARARAQUARA FURNAS SP;SP;MG2;MG 500 kV ARARAQUARA FURNAS MG2 SP;3;500,00
2026-04-27;SPARA;;;25880;1;;1851;;ARARAQUARA;SUB ARARAQUARA    SP;SP;MG2;MG 440 kV ARARAQUARA MG2 SP;3;440,00
2026-04-27;PIGBD;DJM;Disjuntor e Meio;26094;1;2;3147;0;GILBUES II;SUB GILBUES II PI;PI;MG2;MG 500 kV GILBUES II MG2 PI;3;500,00
